index,PARTY_ID,LOB_CODE,SIZE,PACKAGE,REGION,COUNTY
401,233823940,49414,9,2,7,0
402,233823942,62024,1,10,1,12
403,233823944,68324,1,10,4,7
404,233823947,56104,19,10,4,7
405,233823949,55174,1,3,1,12
406,239569340,55174,1,3,2,12
407,239569341,55174,1,2,8,5
408,239569343,62094,1,3,2,12
409,239581342,69204,4,0,1,12
410,239581345,46454,4,1,1,12
411,239581427,70224,49,3,3,8
412,239581428,55174,1,3,2,12
413,239693442,85594,19,10,1,12
414,239693444,46734,49,0,1,12
415,239694119,55904,4,3,1,12
416,239694121,80104,1,0,2,12
417,239694122,47914,1,11,4,14
418,239734044,55174,1,8,1,12
419,239734047,55174,1,0,8,13
420,239734049,49394,4,0,9,16
421,239734056,52244,1,10,1,12
422,239734063,85514,4,0,1,12
423,239734065,46194,1,1,1,12
424,239734067,46744,1,2,6,2
425,239738719,55174,9,1,5,3
426,239738721,70224,1,3,2,12
427,239738724,47724,4,3,1,12
428,239744737,56104,1,1,1,12
429,239744739,47994,4,2,8,5
430,239744740,45114,19,1,6,4
431,239744741,45114,9,1,6,4
432,239744743,62014,1,1,6,4
433,239744745,82304,1,0,6,2
434,239744746,55174,1,1,8,5
435,239744748,71114,49,2,1,12
436,239744750,55174,1,3,1,12
437,239744752,52294,19,0,2,12
438,239744755,69204,49,3,1,12
439,239749176,46904,9,0,1,12
440,239749177,55174,1,3,4,7
441,239749180,47734,9,1,1,12
442,239749182,16234,9,3,5,3
443,239749185,55174,1,0,8,5
444,239749188,46734,9,10,1,12
445,239749190,47114,1,3,1,12
446,239749192,62024,1,0,1,12
447,239751731,55174,1,1,2,12
448,239751733,72194,1,3,4,7
449,239751737,55174,1,1,5,3
450,239751739,42124,19,8,2,12
451,239751741,55174,1,0,8,5
452,233829876,81214,1,2,1,12
453,233829879,55174,1,10,8,18
454,233829880,81104,1,10,2,12
455,233829881,68324,1,10,1,12
456,233829882,81104,1,3,2,12
457,233829883,55174,1,3,2,12
458,233829885,68324,1,3,1,12
459,233829886,68324,1,3,1,12
460,233829887,68324,1,3,1,12
461,233829889,59114,1,3,2,11
462,233830434,68324,1,3,1,12
463,233830435,68324,1,3,1,12
464,233830436,68324,1,3,1,12
465,233830437,68324,1,10,1,12
466,233830438,68324,1,3,1,12
467,233830439,68324,1,3,1,12
468,233830440,68204,1,3,1,12
469,233830441,68204,1,3,1,12
470,233830443,56304,1,3,2,10
471,233830447,35114,1,3,4,7
472,233830449,47914,1,1,9,6
473,233831093,47544,1,3,1,12
474,233831095,64204,1,3,1,12
475,233831097,47914,49,3,1,12
476,233831151,47914,1,3,1,12
477,233831152,47914,49,3,1,12
478,233831154,43214,1,10,1,12
479,233831156,55174,1,10,8,13
480,239751746,62024,1,3,6,2
481,239751748,46324,1,0,1,12
482,346780695,55174,1,1,2,12
483,346780696,55174,1,1,4,14
484,346780697,55174,1,1,3,12
485,346780700,55904,1,1,8,18
486,346780703,28294,1,5,1,12
487,346780705,28224,1,5,1,12
488,346780706,23994,9,3,6,2
489,346780709,47994,19,10,2,12
490,346780711,52294,1,0,1,12
491,346780713,49414,9,10,1,12
492,346780715,70224,1,1,4,7
493,346780717,43994,9,10,2,12
494,346780719,43224,1,3,3,1
495,346780721,77114,1,2,1,12
496,346780723,62094,1,1,1,12
497,346780724,77114,1,10,1,12
498,346780726,55174,1,8,1,12
499,346780728,55174,1,3,3,8
500,346780729,62094,1,3,1,12
501,349679320,45194,1,0,1,12
502,349679321,68204,1,0,1,12
503,349679322,85594,1,0,1,12
504,349679323,68104,1,0,1,12
505,349679324,68204,4,0,1,12
506,349679326,70224,1,1,1,12
507,349679327,41104,1,3,1,12
508,349679328,82994,1,1,1,12
509,349679330,41204,1,0,4,14
510,349679332,71124,9,8,2,10
511,349679333,96034,9,5,3,1
512,349679335,70224,1,7,1,12
513,349679337,62014,4,0,3,8
514,349679339,62014,4,8,1,12
515,349679341,55174,1,1,1,12
516,349679343,47524,1,3,2,12
517,349679345,55174,1,3,2,12
518,349679347,55174,1,3,1,12
519,349681898,55174,1,5,8,5
520,349681900,68314,1,3,1,12
521,349681903,43914,4,1,8,17
522,349681905,41204,4,0,1,12
523,349681908,46194,1,0,1,12
524,349681911,55174,1,1,8,13
525,349681913,46904,9,8,1,12
526,349681915,33194,1,3,5,9
527,349681917,55174,1,3,2,12
528,349681919,55174,1,3,9,6
529,349681922,82994,1,0,4,7
530,349681924,55174,1,2,1,12
531,349681926,43134,9,10,1,12
532,349681927,49414,1,2,1,12
533,349681929,96024,1,0,7,13
534,349681931,71124,1,0,7,0
535,349681933,62094,1,1,9,6
536,349681934,55174,1,10,2,12
537,349681936,25504,1,0,6,2
538,349681938,68314,1,0,7,15
539,349681939,86904,4,1,8,17
540,349681942,55174,1,0,1,12
541,240613413,80204,1,8,1,12
542,240651674,71124,1,3,2,12
543,240651676,55174,1,10,1,12
544,240666151,43994,1,3,1,12
545,240666153,41104,19,8,2,5
546,240632331,56294,1,1,8,18
547,240632333,55174,1,5,1,12
548,240632335,46904,1,1,1,12
549,240632338,25614,1,3,3,1
550,240632340,85594,1,10,2,5
551,240632341,85594,1,2,2,5
552,240632343,55174,1,1,9,16
553,240666154,41104,4,10,2,10
554,240666156,55174,1,3,6,4
555,240666160,55174,1,1,1,12
556,240666161,55104,49,0,6,2
557,240666164,73114,1,1,8,5
558,240632978,62014,1,1,1,12
559,240656484,41204,1,0,1,12
560,240656485,46424,1,10,4,7
561,240656487,63994,19,10,8,18
562,240656489,93294,1,8,2,11
563,240656492,93124,1,0,2,12
564,240656494,68204,1,0,2,12
565,353440201,62014,1,10,1,12
566,353440202,42224,9,8,2,12
567,353440204,45194,1,10,3,11
568,353440206,52294,1,10,5,9
569,353440208,41204,1,0,4,14
570,353440210,33124,1,0,8,17
571,353440213,71124,1,1,1,12
572,353440215,80204,4,1,1,12
573,353440216,55174,1,5,7,15
574,353440218,55174,1,5,3,1
575,353440220,26304,1,1,1,12
576,353440223,45114,1,10,1,12
577,353440224,41204,49,3,1,12
578,353440226,90014,1,3,1,12
579,353440228,22294,19,0,1,12
580,353440230,82304,1,8,1,12
581,353440232,62094,1,0,1,12
582,353440235,55174,1,3,2,12
583,353440237,86224,1,1,9,6
584,353440239,68204,49,10,1,12
585,353440243,70224,1,2,1,12
586,353440248,31014,19,10,2,12
587,353440249,73114,1,3,1,12
588,353440252,25624,1,0,7,13
589,353440256,41204,1,10,1,12
592,238676002,10714,1,3,8,5
593,238676004,43214,19,3,2,12
594,238676006,49414,4,10,1,12
595,238676008,68104,1,1,6,4
596,238676009,43224,9,1,6,4
597,238679968,55174,1,3,4,12
598,238679970,43224,4,1,2,12
599,238685149,55174,1,3,3,8
600,238685151,42914,1,10,3,8
601,238685153,68104,1,3,1,12
602,238685156,55174,1,10,4,7
603,238685158,41204,1,3,1,12
604,238685159,55174,1,10,2,5
605,239581430,87304,99,0,3,1
606,258172971,41104,4,2,3,8
607,258172972,55174,1,3,8,18
608,258494694,55174,1,10,2,12
609,258494698,62024,1,1,2,12
610,258494700,68204,49,1,1,12
611,258494702,93114,1,3,5,9
612,258180702,70224,1,1,2,12
613,258180704,55174,1,10,7,0
614,258180707,47914,1,2,9,6
615,258180709,62014,49,3,1,12
616,258180711,55904,49,3,1,12
617,258180713,55174,1,1,2,12
618,258180715,70224,1,1,2,12
619,258180717,55174,1,1,1,12
620,258180719,43294,1,8,2,12
621,258531916,55174,1,3,2,10
622,258531918,55174,1,1,9,6
623,258531919,47914,4,1,9,6
624,258495274,43224,1,10,4,7
625,258495276,71114,9,10,1,12
626,258509453,47114,49,3,6,2
627,258509455,55174,1,1,7,0
628,258509458,62014,1,3,1,12
629,258509461,68104,1,0,1,12
630,258509463,78104,1,10,2,5
631,258509465,41204,9,10,1,12
632,258509468,62024,1,10,1,12
633,258509470,25114,1,3,8,5
634,258509472,70224,1,10,2,12
635,258509475,62014,1,10,2,12
636,258518161,61904,1,2,6,2
637,258518163,55174,1,10,2,12
638,258518166,55174,1,2,8,5
639,258518169,82994,1,10,9,6
640,258518172,49394,1,10,1,12
641,258518174,85104,4,10,1,12
642,258518176,41104,1,0,1,12
643,258523368,28414,9,3,6,4
644,258523370,55174,1,1,9,16
645,258523372,55174,1,5,1,12
646,258523374,55174,1,10,4,7
647,258523376,43344,1,1,1,12
648,258523378,55174,1,0,4,7
649,258523380,10824,1,3,1,12
650,258523383,85104,19,10,1,12
651,258531923,55174,1,10,8,17
652,258531924,46774,1,0,2,12
653,258531926,77294,1,3,1,12
654,233823953,58294,1,3,3,11
655,233823955,55174,1,10,7,0
656,233823957,43224,19,1,1,12
657,233823959,10114,1,10,4,14
658,233823961,55174,1,10,3,11
659,233823965,55174,1,10,6,4
660,233823967,73114,1,10,1,12
661,233823969,55174,1,2,2,12
662,233823971,47114,99,8,1,12
663,233823973,62094,1,3,2,11
664,233823974,62094,1,3,2,11
665,233823977,62014,1,10,1,12
666,233823978,62014,1,3,1,12
667,233823979,62014,1,3,1,12
668,233823980,62014,1,3,1,12
669,233823981,62014,1,3,1,12
670,233823982,62014,1,3,1,12
671,233823983,62014,1,3,1,12
672,233823984,62014,1,3,1,12
673,233823985,62014,1,3,1,12
674,233823986,62014,1,3,1,12
675,233823987,62014,1,3,1,12
676,233823988,62094,1,3,1,12
677,233823989,62094,1,3,1,12
678,233823990,62094,1,3,1,12
679,233823991,62094,1,3,1,12
680,233823992,62094,1,3,1,12
681,233823993,62094,1,3,1,12
682,233823994,62094,1,3,1,12
683,233823995,62094,1,3,1,12
684,233823996,62094,1,3,1,12
685,233823997,62094,1,3,1,12
686,233823998,62094,1,3,1,12
687,233823999,62094,1,3,1,12
688,233824002,55174,1,3,1,12
689,233824003,55174,1,3,1,12
690,233824005,55174,1,3,1,12
691,233824006,55174,1,3,1,12
692,233824007,55174,1,3,1,12
693,233824008,55174,1,3,1,12
694,233824009,55174,1,3,1,12
695,233824010,55174,1,3,1,12
696,233824011,55174,1,3,1,12
697,233824012,55174,1,3,1,12
698,233824013,55174,1,3,1,12
699,233824017,49324,19,3,1,12
700,233824020,43344,1,3,2,12
701,233824022,25114,19,3,3,8
702,233824024,55174,1,2,1,12
703,233824025,55174,1,3,8,13
704,233824027,45314,4,8,2,12
705,233824028,29324,1,10,2,12
706,233824030,55174,1,3,1,12
707,233824033,62034,4,10,1,12
708,233824035,49394,9,3,4,7
709,233824037,58294,4,3,1,12
710,233824039,28494,1,3,6,4
711,233824041,26304,1,2,2,12
712,233824044,68324,1,3,1,12
713,233824046,47264,49,10,1,12
714,233824048,55174,1,3,3,1
715,233824050,47824,1,10,4,7
716,233824052,47544,1,2,1,12
717,233824054,47914,9,1,2,12
718,233824056,70224,1,3,1,12
719,233824059,70224,1,3,7,0
720,233824061,63124,4,3,1,12
721,233824064,86214,1,0,6,2
722,233824067,68204,1,10,4,7
723,233824069,43224,49,3,1,12
724,233824190,85104,9,10,4,7
725,233824195,71124,9,3,1,12
726,233824196,69204,19,1,2,10
727,233824197,69204,19,3,2,10
728,233824200,32504,1,3,1,12
729,233824203,73114,4,3,3,1
730,233824206,82304,1,10,6,2
731,233824207,69204,1,10,1,12
732,233824209,74204,9,10,1,12
733,233824212,46734,4,10,1,12
734,233824214,58194,1,3,1,12
735,233824217,10714,19,3,1,12
736,233824219,82924,1,10,2,12
737,233824223,70224,1,10,1,12
738,233824226,74904,9,10,1,12
739,233824228,46774,1,2,1,12
740,233824230,62024,1,3,8,18
741,233824233,56104,1,10,4,7
742,233824235,70224,1,10,4,7
743,233824237,32994,199,3,7,0
744,233824240,52104,9,1,3,8
745,233824243,55174,1,3,9,6
746,233824245,47714,1,10,2,12
747,233824247,90034,1,1,1,12
748,233824252,62014,1,10,3,1
749,233824254,55204,49,1,1,12
750,233824258,55174,1,3,1,12
751,233824261,55174,1,2,2,12
752,233824263,69204,1,2,8,17
753,233824266,62014,1,3,1,12
754,233824268,55174,1,10,8,13
755,233824270,47744,1,3,6,4
756,233824272,46774,1,3,1,12
757,233824274,55174,1,1,3,8
758,233824277,46324,4,10,5,3
759,233824279,46904,1,10,1,12
760,233824282,72194,9,3,1,12
761,233824283,62014,19,3,1,12
762,233824286,73114,1,3,1,12
763,233824291,73114,1,10,1,12
764,233824293,62024,1,1,8,5
765,233824296,81104,1,2,1,12
766,233824299,87104,1,3,4,7
767,233824301,41204,19,1,1,12
768,233824303,62014,9,10,5,9
769,233824305,66224,1,2,1,12
770,233824307,43214,4,8,1,12
771,233824309,22294,19,3,3,1
772,233824429,70224,1,3,4,14
773,233824432,49414,9,10,7,0
774,233824434,55174,1,3,4,14
775,233824436,56104,1,0,1,12
776,233824439,52294,1,1,1,12
777,233824441,79114,1,3,6,4
778,233824442,86214,1,3,6,4
779,233824443,72194,1,3,6,4
780,233824444,47734,4,3,8,17
781,233824447,62014,1,3,1,12
782,233824449,62014,1,3,1,12
783,233824450,55174,1,10,2,12
784,233824453,43214,9,10,4,7
785,233824456,74104,9,10,6,2
786,233824459,42114,19,10,2,12
787,233824464,55174,1,3,3,1
788,233824468,73124,1,10,7,13
789,233824470,63124,1,3,7,0
790,233824473,55174,1,1,4,7
791,233824476,74904,4,10,1,12
792,233824478,55174,1,10,3,11
793,233824480,55174,1,3,4,7
794,233824481,55174,1,3,4,7
795,233824483,55174,1,3,3,1
796,233824485,62024,1,2,8,17
797,233824487,70224,1,1,1,12
798,233824489,45114,1,3,1,12
799,233824491,41204,9,2,8,17
800,233824493,75004,9,10,4,7
801,233824496,47734,4,10,2,12
802,233824501,66224,1,10,2,12
803,233824504,62014,9,3,4,7
804,233824506,47714,4,10,8,18
805,233824509,55174,1,8,6,2
806,233824511,55174,1,10,6,2
807,233824513,62094,99,3,1,12
808,233824517,63994,1,1,1,12
809,233824519,46624,1,3,4,7
810,233824523,56294,1,3,1,12
811,233824525,55174,1,3,6,2
812,233824527,69204,1,2,1,12
813,233824529,74304,1,10,4,7
814,233824531,55174,1,3,3,1
815,233824534,52224,9,10,1,12
816,233824536,49314,1,3,3,1
817,233824538,85594,9,3,6,4
818,233824540,82204,99,3,2,12
819,233824542,49414,1,10,8,5
820,233824544,28494,1,2,6,4
821,233824546,55174,1,3,7,0
822,233823834,55174,1,11,1,12
823,233823836,56294,49,10,1,12
824,233823838,70224,1,10,2,12
825,233823840,56304,4,10,7,0
